Original,Inflection,rosette,is_same
بحث,إبحثن,إبحثن,FALSE
فكر,فكر,فِكْر,FALSE
فكر,أفكر,فَكَّر,FALSE
فكر,تفكر,فَكَّر,FALSE
فكر,تفكرين,فَكَّر,FALSE
فكر,تفكري,فَكَّر,FALSE
فكر,تفكرون,فَكَّر,FALSE
فكر,تفكروا,تَفَكَّر,FALSE
فكر,تفكرن,تَفَكَّر,FALSE
فكر,يفكر,فَكَّر,FALSE
فكر,تفكر,تَفَكُّر,FALSE
فكر,يفكران,فَكَّر,FALSE
فكر,يفكرا,فَكَّر,FALSE
فكر,تفكران,فَكَّر,FALSE
فكر,تفكرا,تَفَكُّر,FALSE
فكر,يفكرون,فَكَّر,FALSE
فكر,يفكروا,فَكَّر,FALSE
فكر,يفكرن,فَكَّر,FALSE
فكر,نفكر,فَكَّر,FALSE
فكر,فكرت,فَكَّر,FALSE
فكر,فكرت,فَكَّر,FALSE
فكر,فكرت,فَكَّر,FALSE
فكر,فكرتم,فَكَّر,FALSE
فكر,فكرتن,فَكَّر,FALSE
فكر,فكر,فِكْر,FALSE
فكر,فكرت,فَكَّر,FALSE
فكر,فكرا,فِكْر,FALSE
فكر,فكرتا,فَكَّر,FALSE
فكر,فكروا,فَكَّر,FALSE
فكر,فكرن,فَكَّر,FALSE
فكر,فكرنا,فَكَّر,FALSE
فكر,فكر,فِكْر,FALSE
فكر,فكري,فِكْرِيّ,FALSE
فكر,فكروا,فَكَّر,FALSE
فكر,فكرن,فَكَّر,FALSE
نتج,نتج,نَتَج,FALSE
نتج,أنتج,نَتَج,FALSE
نتج,تنتج,نَتَج,FALSE
نتج,تنتجين,أَنْتَج,FALSE
نتج,تنتجي,أَنْتَج,FALSE
نتج,تنتجون,أَنْتَج,FALSE
نتج,تنتجوا,أَنْتَج,FALSE
نتج,تنتجن,أَنْتَج,FALSE
نتج,ينتج,نَتَج,FALSE
نتج,تنتج,نَتَج,FALSE
نتج,ينتجان,نَتَج,FALSE
نتج,ينتجا,نَتَج,FALSE
نتج,تنتجا,نَتَج,FALSE
نتج,تنتجان,نَتَج,FALSE
نتج,ينتجون,اِنْتَجَى,FALSE
نتج,ينتجوا,اِنْتَجَى,FALSE
نتج,ينتجن,نَتَج,FALSE
نتج,ننتج,نَتَج,FALSE
نتج,أنتجت,أَنْتَج,FALSE
نتج,أنتجت,أَنْتَج,FALSE
نتج,أنتجت,أَنْتَج,FALSE
نتج,أنتجتم,أَنْتَج,FALSE
نتج,أنتجتن,أَنْتَج,FALSE
نتج,أنتج,نَتَج,FALSE
نتج,أنتجت,أَنْتَج,FALSE
نتج,أنتجا,أَنْتَج,FALSE
نتج,أنتجتا,أَنْتَج,FALSE
نتج,أنتجوا,أَنْتَج,FALSE
نتج,أنتجن,أَنْتَج,FALSE
نتج,أنتجنا,أَنْتَج,FALSE
نتج,إانتج,إانتج,FALSE
نتج,إنتجي,اِنْتَجَى,FALSE
نتج,إنتجوا,اِنْتَجَى,FALSE
نتج,إنتجن,إنتجن,FALSE
